UEI,Start Date,End Date,Duration(Days),Main Cause,District
UEI-IMD-FL-1998-0058,1998-07-12,1998-07-15,4.0,heavy rains,Ernakulam
UEI-IMD-FL-1998-0058,1998-07-12,1998-07-15,4.0,heavy rains,Idukki
UEI-IMD-FL-1998-0058,1998-07-12,1998-07-15,4.0,heavy rains,Malappuram
UEI-IMD-FL-1998-0058,1998-07-12,1998-07-15,4.0,heavy rains,Pathanamthitta
UEI-IMD-FL-1998-0058,1998-07-12,1998-07-15,4.0,heavy rains,Thrissur
UEI-IMD-FL-1998-0059,1998-10-10,1998-10-17,8.0,severe floods,Kollam
UEI-IMD-FL-1998-0059,1998-10-10,1998-10-17,8.0,severe floods,Kottayam
UEI-IMD-FL-1998-0059,1998-10-10,1998-10-17,8.0,severe floods,Kozhikode
UEI-IMD-FL-1998-0059,1998-10-10,1998-10-17,8.0,severe floods,Malappuram
UEI-IMD-FL-1998-0059,1998-10-10,1998-10-17,8.0,severe floods,Pathanamthitta
UEI-IMD-FL-1998-0059,1998-10-10,1998-10-17,8.0,severe floods,Thiruvananthapuram
UEI-IMD-FL-1998-0059,1998-10-10,1998-10-17,8.0,severe floods,Wayanad
UEI-IMD-FL-1998-0060,1998-11-01,1998-11-05,5.0,heavy rains,Idukki
UEI-IMD-FL-1998-0060,1998-11-01,1998-11-05,5.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-1998-0061,1998-11-11,1998-11-12,2.0,heavy rains,Palakkad
UEI-IMD-FL-1998-0061,1998-11-11,1998-11-12,2.0,heavy rains,Pathanamthitta
UEI-IMD-FL-1999-0043,1999-02-05,1999-02-05,1.0,heavy rains,Kollam
UEI-IMD-FL-1999-0044,1999-05-25,1999-05-28,4.0,heavy rains,Idukki
UEI-IMD-FL-1999-0044,1999-05-25,1999-05-28,4.0,heavy rains,Kottayam
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Kasaragod
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Wayanad
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Kozhikode
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Malappuram
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Palakkad
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Thrissur
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Idukki
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Ernakulam
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Alappuzha
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Kottayam
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Pathanamthitta
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Kollam
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-1999-0045,1999-06-07,1999-06-12,6.0,heavy rains,Kannur
UEI-IMD-FL-1999-0046,1999-06-16,1999-06-20,5.0,heavy rains,Ernakulam
UEI-IMD-FL-1999-0046,1999-06-16,1999-06-20,5.0,heavy rains,Idukki
UEI-IMD-FL-1999-0046,1999-06-16,1999-06-20,5.0,heavy rains,Kasaragod
UEI-IMD-FL-1999-0046,1999-06-16,1999-06-20,5.0,heavy rains,Kozhikode
UEI-IMD-FL-1999-0046,1999-06-16,1999-06-20,5.0,heavy rains,Malappuram
UEI-IMD-FL-1999-0046,1999-06-16,1999-06-20,5.0,heavy rains,Palakkad
UEI-IMD-FL-1999-0046,1999-06-16,1999-06-20,5.0,heavy rains,Pathanamthitta
UEI-IMD-FL-1999-0047,1999-07-17,1999-07-31,15.0,heavy rains,Idukki
UEI-IMD-FL-1999-0047,1999-07-17,1999-07-31,15.0,heavy rains,Kannur
UEI-IMD-FL-1999-0047,1999-07-17,1999-07-31,15.0,heavy rains,Kasaragod
UEI-IMD-FL-1999-0047,1999-07-17,1999-07-31,15.0,heavy rains,Kollam
UEI-IMD-FL-1999-0047,1999-07-17,1999-07-31,15.0,heavy rains,Palakkad
UEI-IMD-FL-1999-0047,1999-07-17,1999-07-31,15.0,heavy rains,Pathanamthitta
UEI-IMD-FL-1999-0047,1999-07-17,1999-07-31,15.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-1999-0047,1999-07-17,1999-07-31,15.0,heavy rains,Thrissur
UEI-IMD-FL-1999-0048,1999-08-02,1999-08-02,1.0,heavy rains,Kasaragod
UEI-IMD-FL-1999-0048,1999-08-02,1999-08-02,1.0,heavy rains,Kozhikode
UEI-IMD-FL-1999-0048,1999-08-02,1999-08-02,1.0,heavy rains,Malappuram
UEI-IMD-FL-1999-0049,1999-10-09,1999-10-09,1.0,heavy rains,Kannur
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Kasaragod
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Wayanad
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Kozhikode
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Malappuram
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Palakkad
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Thrissur
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Idukki
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Ernakulam
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Alappuzha
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Kottayam
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Pathanamthitta
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Kollam
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-1999-0050,1999-10-18,1999-10-22,5.0,heavy rains,Kannur
UEI-IMD-FL-2000-0062,2000-04-08,2000-04-08,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2000-0063,2000-06-08,2000-06-14,7.0,heavy rains,Alappuzha
UEI-IMD-FL-2000-0063,2000-06-08,2000-06-14,7.0,heavy rains,Idukki
UEI-IMD-FL-2000-0063,2000-06-08,2000-06-14,7.0,heavy rains,Kannur
UEI-IMD-FL-2000-0064,2000-06-17,2000-06-17,1.0,heavy rains,Alappuzha
UEI-IMD-FL-2000-0065,2000-07-01,2000-07-01,1.0,heavy rains,Kasaragod
UEI-IMD-FL-2000-0066,2000-07-07,2000-07-10,4.0,heavy rains,Idukki
UEI-IMD-FL-2000-0066,2000-07-07,2000-07-10,4.0,heavy rains,Kollam
UEI-IMD-FL-2000-0066,2000-07-07,2000-07-10,4.0,heavy rains,Pathanamthitta
UEI-IMD-FL-2000-0066,2000-07-07,2000-07-10,4.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2000-0067,2000-08-08,2000-08-08,1.0,heavy rains,Kottayam
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Alappuzha
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Idukki
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Kannur
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Kasaragod
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Kollam
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Kottayam
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Kozhikode
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Malappuram
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Palakkad
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Pathanamthitta
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Thrissur
UEI-IMD-FL-2000-0068,2000-08-22,2000-08-28,7.0,heavy rains,Wayanad
UEI-IMD-FL-2001-0048,2001-04-07,2001-04-07,1.0,heavy rains,Kottayam
UEI-IMD-FL-2001-0048,2001-04-07,2001-04-07,1.0,heavy rains,Kozhikode
UEI-IMD-FL-2001-0049,2001-05-26,2001-05-26,1.0,heavy rains,Alappuzha
UEI-IMD-FL-2001-0049,2001-05-26,2001-05-26,1.0,heavy rains,Kollam
UEI-IMD-FL-2001-0049,2001-05-26,2001-05-26,1.0,heavy rains,Kozhikode
UEI-IMD-FL-2001-0050,2001-06-08,2001-06-08,1.0,heavy rains,Kasaragod
UEI-IMD-FL-2001-0051,2001-06-15,2001-06-21,7.0,heavy rains,Alappuzha
UEI-IMD-FL-2001-0051,2001-06-15,2001-06-21,7.0,heavy rains,Kollam
UEI-IMD-FL-2001-0051,2001-06-15,2001-06-21,7.0,heavy rains,Kozhikode
UEI-IMD-FL-2001-0051,2001-06-15,2001-06-21,7.0,heavy rains,Malappuram
UEI-IMD-FL-2001-0051,2001-06-15,2001-06-21,7.0,heavy rains,Wayanad
UEI-IMD-FL-2001-0052,2001-07-08,2001-07-14,7.0,heavy rains,Alappuzha
UEI-IMD-FL-2001-0052,2001-07-08,2001-07-14,7.0,heavy rains,Idukki
UEI-IMD-FL-2001-0052,2001-07-08,2001-07-14,7.0,heavy rains,Kollam
UEI-IMD-FL-2001-0052,2001-07-08,2001-07-14,7.0,heavy rains,Kottayam
UEI-IMD-FL-2001-0052,2001-07-08,2001-07-14,7.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2001-0052,2001-07-08,2001-07-14,7.0,heavy rains,Thrissur
UEI-IMD-FL-2001-0053,2001-09-22,2001-09-25,4.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2001-0054,2001-11-10,2001-11-10,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2002-0030,2002-06-11,2002-06-13,3.0,heavy rains,Kollam
UEI-IMD-FL-2002-0030,2002-06-11,2002-06-13,3.0,heavy rains,Kozhikode
UEI-IMD-FL-2002-0030,2002-06-11,2002-06-13,3.0,heavy rains,Thrissur
UEI-IMD-FL-2002-0031,2002-07-12,2002-07-12,1.0,heavy rains,Kannur
UEI-IMD-FL-2002-0032,2002-08-16,2002-08-16,1.0,heavy rains,Kottayam
UEI-IMD-FL-2002-0032,2002-08-16,2002-08-16,1.0,heavy rains,Kozhikode
UEI-IMD-FL-2002-0032,2002-08-16,2002-08-16,1.0,heavy rains,Palakkad
UEI-IMD-FL-2002-0033,2002-10-12,2002-10-13,2.0,heavy rains,Kasaragod
UEI-IMD-FL-2002-0034,2002-10-13,2002-10-16,4.0,heavy rains,Kannur
UEI-IMD-FL-2002-0034,2002-10-13,2002-10-16,4.0,heavy rains,Kasaragod
UEI-IMD-FL-2002-0034,2002-10-13,2002-10-16,4.0,heavy rains,Kozhikode
UEI-IMD-FL-2002-0034,2002-10-13,2002-10-16,4.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2003-0045,2003-06-18,2003-06-24,7.0,heavy rains,Kannur
UEI-IMD-FL-2003-0045,2003-06-18,2003-06-24,7.0,heavy rains,Kasaragod
UEI-IMD-FL-2003-0045,2003-06-18,2003-06-24,7.0,heavy rains,Kozhikode
UEI-IMD-FL-2003-0045,2003-06-18,2003-06-24,7.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2003-0046,2003-07-04,2003-07-04,1.0,heavy rains,Kottayam
UEI-IMD-FL-2003-0047,2003-07-06,2003-07-06,1.0,heavy rains,Kasaragod
UEI-IMD-FL-2003-0047,2003-07-06,2003-07-06,1.0,heavy rains,Kottayam
UEI-IMD-FL-2003-0047,2003-07-06,2003-07-06,1.0,heavy rains,Palakkad
UEI-IMD-FL-2003-0048,2003-07-15,2003-07-15,1.0,heavy rains,Kasaragod
UEI-IMD-FL-2003-0049,2003-10-02,2003-10-02,1.0,heavy rains,Thrissur
UEI-IMD-FL-2003-0050,2003-10-05,2003-10-07,3.0,heavy rains,Idukki
UEI-IMD-FL-2003-0050,2003-10-05,2003-10-07,3.0,heavy rains,Kollam
UEI-IMD-FL-2003-0050,2003-10-05,2003-10-07,3.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2003-0051,2003-10-23,2003-10-23,1.0,heavy rains,Palakkad
UEI-IMD-FL-2004-0034,2004-06-04,2004-06-18,15.0,heavy rains,Idukki
UEI-IMD-FL-2004-0034,2004-06-04,2004-06-18,15.0,heavy rains,Kannur
UEI-IMD-FL-2004-0034,2004-06-04,2004-06-18,15.0,heavy rains,Kollam
UEI-IMD-FL-2004-0034,2004-06-04,2004-06-18,15.0,heavy rains,Kottayam
UEI-IMD-FL-2004-0034,2004-06-04,2004-06-18,15.0,heavy rains,Kozhikode
UEI-IMD-FL-2004-0034,2004-06-04,2004-06-18,15.0,heavy rains,Malappuram
UEI-IMD-FL-2004-0034,2004-06-04,2004-06-18,15.0,heavy rains,Palakkad
UEI-IMD-FL-2004-0034,2004-06-04,2004-06-18,15.0,heavy rains,Thrissur
UEI-IMD-FL-2004-0034,2004-06-04,2004-06-18,15.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2004-0035,2004-07-04,2004-07-04,1.0,heavy rains,Kannur
UEI-IMD-FL-2004-0036,2004-07-07,2004-07-09,3.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2004-0036,2004-07-07,2004-07-09,3.0,heavy rains,Wayanad
UEI-IMD-FL-2004-0037,2004-07-19,2004-07-19,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2004-0038,2004-08-03,2004-08-08,6.0,heavy rains,Idukki
UEI-IMD-FL-2004-0038,2004-08-03,2004-08-08,6.0,heavy rains,Kannur
UEI-IMD-FL-2004-0038,2004-08-03,2004-08-08,6.0,heavy rains,Kasaragod
UEI-IMD-FL-2004-0038,2004-08-03,2004-08-08,6.0,heavy rains,Kollam
UEI-IMD-FL-2004-0038,2004-08-03,2004-08-08,6.0,heavy rains,Kozhikode
UEI-IMD-FL-2004-0038,2004-08-03,2004-08-08,6.0,heavy rains,Malappuram
UEI-IMD-FL-2004-0038,2004-08-03,2004-08-08,6.0,heavy rains,Palakkad
UEI-IMD-FL-2004-0038,2004-08-03,2004-08-08,6.0,heavy rains,Wayanad
UEI-IMD-FL-2004-0039,2004-10-04,2004-10-04,1.0,heavy rains,Alappuzha
UEI-IMD-FL-2004-0039,2004-10-04,2004-10-04,1.0,heavy rains,Ernakulam
UEI-IMD-FL-2004-0039,2004-10-04,2004-10-04,1.0,heavy rains,Thrissur
UEI-IMD-FL-2005-0066,2005-02-01,2005-02-01,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2005-0067,2005-03-15,2005-03-15,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2005-0069,2005-04-06,2005-04-06,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2005-0069,2005-04-06,2005-04-06,1.0,heavy rains,Wayanad
UEI-IMD-FL-2005-0070,2005-04-12,2005-04-12,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2005-0071,2005-04-15,2005-04-28,14.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2005-0071,2005-04-15,2005-04-28,14.0,heavy rains,Wayanad
UEI-IMD-FL-2005-0072,2005-05-02,2005-05-02,1.0,heavy rains,Wayanad
UEI-IMD-FL-2005-0073,2005-05-17,2005-05-17,1.0,moderate flood,Thiruvananthapuram
UEI-IMD-FL-2005-0074,2005-05-29,2005-05-29,1.0,heavy rains,Wayanad
UEI-IMD-FL-2005-0075,2005-06-01,2005-06-14,14.0,heavy rains,Kollam
UEI-IMD-FL-2005-0075,2005-06-01,2005-06-14,14.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2005-0075,2005-06-01,2005-06-14,14.0,heavy rains,Wayanad
UEI-IMD-FL-2005-0076,2005-06-15,2005-06-28,14.0,heavy rains,Alappuzha
UEI-IMD-FL-2005-0076,2005-06-15,2005-06-28,14.0,heavy rains,Ernakulam
UEI-IMD-FL-2005-0076,2005-06-15,2005-06-28,14.0,heavy rains,Kannur
UEI-IMD-FL-2005-0076,2005-06-15,2005-06-28,14.0,heavy rains,Kasaragod
UEI-IMD-FL-2005-0076,2005-06-15,2005-06-28,14.0,heavy rains,Kollam
UEI-IMD-FL-2005-0076,2005-06-15,2005-06-28,14.0,heavy rains,Kottayam
UEI-IMD-FL-2005-0076,2005-06-15,2005-06-28,14.0,heavy rains,Palakkad
UEI-IMD-FL-2005-0076,2005-06-15,2005-06-28,14.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2005-0077,2005-07-01,2005-07-01,1.0,heavy rains,Kozhikode
UEI-IMD-FL-2005-0078,2005-07-01,2005-07-01,1.0,heavy rains,Kollam
UEI-IMD-FL-2005-0080,2005-07-07,2005-07-07,1.0,heavy rains,Kozhikode
UEI-IMD-FL-2005-0080,2005-07-07,2005-07-07,1.0,heavy rains,Malappuram
UEI-IMD-FL-2005-0080,2005-07-07,2005-07-07,1.0,heavy rains,Wayanad
UEI-IMD-FL-2005-0081,2005-07-20,2005-07-20,1.0,heavy rains,Kozhikode
UEI-IMD-FL-2005-0082,2005-07-22,2005-07-28,7.0,heavy rains,Alappuzha
UEI-IMD-FL-2005-0082,2005-07-22,2005-07-28,7.0,heavy rains,Ernakulam
UEI-IMD-FL-2005-0082,2005-07-22,2005-07-28,7.0,heavy rains,Idukki
UEI-IMD-FL-2005-0082,2005-07-22,2005-07-28,7.0,heavy rains,Kollam
UEI-IMD-FL-2005-0082,2005-07-22,2005-07-28,7.0,heavy rains,Kottayam
UEI-IMD-FL-2005-0082,2005-07-22,2005-07-28,7.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2005-0082,2005-07-22,2005-07-28,7.0,heavy rains,Thrissur
UEI-IMD-FL-2005-0082,2005-07-22,2005-07-28,7.0,heavy rains,Wayanad
UEI-IMD-FL-2005-0083,2005-09-07,2005-09-07,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2005-0084,2005-10-02,2005-10-02,1.0,heavy rains,Wayanad
UEI-IMD-FL-2005-0085,2005-10-07,2005-10-07,1.0,heavy rains,Wayanad
UEI-IMD-FL-2005-0086,2005-10-08,2005-10-14,7.0,heavy rains,Kollam
UEI-IMD-FL-2005-0086,2005-10-08,2005-10-14,7.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2005-0086,2005-10-08,2005-10-14,7.0,heavy rains,Wayanad
UEI-IMD-FL-2005-0087,2005-10-22,2005-10-23,2.0,heavy rains,Kannur
UEI-IMD-FL-2005-0087,2005-10-22,2005-10-23,2.0,heavy rains,Wayanad
UEI-IMD-FL-2005-0089,2005-12-08,2005-12-15,8.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2006-0046,2006-03-05,2006-03-05,1.0,heavy rains,Wayanad
UEI-IMD-FL-2006-0047,2006-05-23,2006-05-23,1.0,heavy rains,Kozhikode
UEI-IMD-FL-2006-0048,2006-05-27,2006-05-29,3.0,heavy rains,Alappuzha
UEI-IMD-FL-2006-0048,2006-05-27,2006-05-29,3.0,heavy rains,Kannur
UEI-IMD-FL-2006-0048,2006-05-27,2006-05-29,3.0,heavy rains,Kasaragod
UEI-IMD-FL-2006-0048,2006-05-27,2006-05-29,3.0,heavy rains,Kollam
UEI-IMD-FL-2006-0048,2006-05-27,2006-05-29,3.0,heavy rains,Kottayam
UEI-IMD-FL-2006-0048,2006-05-27,2006-05-29,3.0,heavy rains,Kozhikode
UEI-IMD-FL-2006-0048,2006-05-27,2006-05-29,3.0,heavy rains,Malappuram
UEI-IMD-FL-2006-0048,2006-05-27,2006-05-29,3.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2006-0048,2006-05-27,2006-05-29,3.0,heavy rains,Thrissur
UEI-IMD-FL-2006-0048,2006-05-27,2006-05-29,3.0,heavy rains,Wayanad
UEI-IMD-FL-2006-0049,2006-06-01,2006-06-01,1.0,heavy rains,Alappuzha
UEI-IMD-FL-2006-0049,2006-06-01,2006-06-01,1.0,heavy rains,Ernakulam
UEI-IMD-FL-2006-0049,2006-06-01,2006-06-01,1.0,heavy rains,Kannur
UEI-IMD-FL-2006-0049,2006-06-01,2006-06-01,1.0,heavy rains,Kollam
UEI-IMD-FL-2006-0049,2006-06-01,2006-06-01,1.0,heavy rains,Kozhikode
UEI-IMD-FL-2006-0049,2006-06-01,2006-06-01,1.0,heavy rains,Palakkad
UEI-IMD-FL-2006-0049,2006-06-01,2006-06-01,1.0,heavy rains,Thrissur
UEI-IMD-FL-2006-0049,2006-06-01,2006-06-01,1.0,heavy rains,Wayanad
UEI-IMD-FL-2006-0050,2006-06-23,2006-06-25,3.0,heavy rains,Alappuzha
UEI-IMD-FL-2006-0050,2006-06-23,2006-06-25,3.0,heavy rains,Kozhikode
UEI-IMD-FL-2006-0050,2006-06-23,2006-06-25,3.0,heavy rains,Malappuram
UEI-IMD-FL-2006-0050,2006-06-23,2006-06-25,3.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2006-0051,2006-06-29,2006-06-29,1.0,heavy rains,Malappuram
UEI-IMD-FL-2006-0052,2006-07-01,2006-07-03,3.0,heavy rains,Kannur
UEI-IMD-FL-2006-0052,2006-07-01,2006-07-03,3.0,heavy rains,Wayanad
UEI-IMD-FL-2006-0053,2006-07-04,2006-07-04,1.0,heavy rains,Wayanad
UEI-IMD-FL-2006-0054,2006-07-05,2006-07-06,2.0,heavy rains,Wayanad
UEI-IMD-FL-2006-0055,2006-08-13,2006-08-13,1.0,heavy rains,Wayanad
UEI-IMD-FL-2006-0056,2006-09-22,2006-09-22,1.0,flash flood,Thiruvananthapuram
UEI-IMD-FL-2006-0057,2006-09-25,2006-09-27,3.0,heavy rains,Kollam
UEI-IMD-FL-2006-0057,2006-09-25,2006-09-27,3.0,heavy rains,Kottayam
UEI-IMD-FL-2006-0057,2006-09-25,2006-09-27,3.0,heavy rains,Palakkad
UEI-IMD-FL-2006-0057,2006-09-25,2006-09-27,3.0,heavy rains,Pathanamthitta
UEI-IMD-FL-2006-0057,2006-09-25,2006-09-27,3.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2006-0058,2006-10-18,2006-10-18,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2006-0059,2006-10-28,2006-10-29,2.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2006-0060,2006-11-04,2006-11-04,1.0,heavy rains,Wayanad
UEI-IMD-FL-2006-0061,2006-11-08,2006-11-08,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2006-0062,2006-11-21,2006-11-21,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2006-0063,2006-11-25,2006-11-25,1.0,heavy rains,Kottayam
UEI-IMD-FL-2007-0077,2007-02-26,2007-02-26,1.0,heavy rains,Kollam
UEI-IMD-FL-2007-0078,2007-04-21,2007-04-21,1.0,moderate flood,Wayanad
UEI-IMD-FL-2007-0079,2007-06-07,2007-06-07,1.0,heavy rains,Wayanad
UEI-IMD-FL-2007-0080,2007-06-10,2007-06-10,1.0,heavy rains,Wayanad
UEI-IMD-FL-2007-0081,2007-06-14,2007-06-14,1.0,heavy rains,Kasaragod
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Alappuzha
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Ernakulam
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Idukki
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Kannur
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Kasaragod
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Kottayam
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Kozhikode
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Malappuram
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Palakkad
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Pathanamthitta
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Thrissur
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2007-0082,2007-06-22,2007-06-28,7.0,heavy rains,Wayanad
UEI-IMD-FL-2007-0083,2007-06-28,2007-06-29,2.0,heavy rains,Wayanad
UEI-IMD-FL-2007-0084,2007-07-01,2007-07-01,1.0,heavy rains,Idukki
UEI-IMD-FL-2007-0085,2007-07-02,2007-07-02,1.0,heavy rains,Ernakulam
UEI-IMD-FL-2007-0085,2007-07-02,2007-07-02,1.0,heavy rains,Idukki
UEI-IMD-FL-2007-0085,2007-07-02,2007-07-02,1.0,heavy rains,Kollam
UEI-IMD-FL-2007-0085,2007-07-02,2007-07-02,1.0,heavy rains,Wayanad
UEI-IMD-FL-2007-0086,2007-07-04,2007-07-05,2.0,heavy rains,Wayanad
UEI-IMD-FL-2007-0087,2007-07-14,2007-07-18,5.0,heavy rains,Alappuzha
UEI-IMD-FL-2007-0087,2007-07-14,2007-07-18,5.0,heavy rains,Idukki
UEI-IMD-FL-2007-0087,2007-07-14,2007-07-18,5.0,heavy rains,Kannur
UEI-IMD-FL-2007-0087,2007-07-14,2007-07-18,5.0,heavy rains,Kottayam
UEI-IMD-FL-2007-0087,2007-07-14,2007-07-18,5.0,heavy rains,Kozhikode
UEI-IMD-FL-2007-0087,2007-07-14,2007-07-18,5.0,heavy rains,Malappuram
UEI-IMD-FL-2007-0087,2007-07-14,2007-07-18,5.0,heavy rains,Pathanamthitta
UEI-IMD-FL-2007-0087,2007-07-14,2007-07-18,5.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2007-0087,2007-07-14,2007-07-18,5.0,heavy rains,Wayanad
UEI-IMD-FL-2007-0088,2007-07-26,2007-07-28,3.0,heavy rains,Wayanad
UEI-IMD-FL-2007-0089,2007-09-09,2007-09-09,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2007-0090,2007-10-21,2007-10-21,1.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2007-0091,2007-11-03,2007-11-09,7.0,heavy rains,Alappuzha
UEI-IMD-FL-2007-0091,2007-11-03,2007-11-09,7.0,heavy rains,Malappuram
UEI-IMD-FL-2007-0091,2007-11-03,2007-11-09,7.0,heavy rains,Pathanamthitta
UEI-IMD-FL-2007-0091,2007-11-03,2007-11-09,7.0,heavy rains,Thiruvananthapuram
UEI-IMD-FL-2007-0091,2007-11-03,2007-11-09,7.0,heavy rains,Wayanad
UEI-IMD-FL-2008-0062,2008-03-13,2008-03-24,12.0,heavy rains,Alappuzha
UEI-IMD-FL-2008-0062,2008-03-13,2008-03-24,12.0,heavy rains,Kasaragod
UEI-IMD-FL-2008-0062,2008-03-13,2008-03-24,12.0,heavy rains,Kollam
UEI-IMD-FL-2008-0062,2008-03-13,2008-03-24,12.0,heavy rains,Kottayam
